,exp,cdf,chemi
452,0.0,0.02161748529341432,000084-74-2
453,0.0,0.021665311588311253,000084-74-2
454,0.0,0.021713137883208188,000084-74-2
455,0.0,0.02176096417810512,000084-74-2
456,0.0,0.021808790473002056,000084-74-2
457,0.0,0.02185661676789899,000084-74-2
458,0.0,0.021904443062795924,000084-74-2
459,0.0,0.021952269357692858,000084-74-2
460,0.0,0.022000095652589795,000084-74-2
461,0.0,0.02204792194748673,000084-74-2
462,0.0,0.022095748242383664,000084-74-2
463,0.0,0.022143574537280598,000084-74-2
464,0.0,0.022191400832177532,000084-74-2
465,0.0,0.022239227127074466,000084-74-2
466,0.0,0.0222870534219714,000084-74-2
467,0.0,0.022334879716868334,000084-74-2
468,0.0,0.022382706011765268,000084-74-2
469,0.0,0.022430532306662202,000084-74-2
470,0.0,0.022478358601559136,000084-74-2
471,0.0,0.02252618489645607,000084-74-2
472,0.0,0.022574011191353004,000084-74-2
473,0.0,0.022621837486249942,000084-74-2
474,0.0,0.022669663781146876,000084-74-2
475,0.0,0.02271749007604381,000084-74-2
476,0.0,0.022765316370940744,000084-74-2
477,0.0,0.022813142665837678,000084-74-2
478,0.0,0.022860968960734612,000084-74-2
479,0.0,0.022908795255631546,000084-74-2
480,0.0,0.02295662155052848,000084-74-2
481,0.0,0.023004447845425414,000084-74-2
482,0.0,0.02305227414032235,000084-74-2
483,0.0,0.023100100435219283,000084-74-2
484,0.0,0.023147926730116217,000084-74-2
485,0.0,0.02319575302501315,000084-74-2
486,0.0,0.023243579319910085,000084-74-2
487,0.0,0.023291405614807022,000084-74-2
488,0.0,0.023339231909703956,000084-74-2
489,0.0,0.02338705820460089,000084-74-2
490,0.0,0.023434884499497825,000084-74-2
491,0.0,0.02348271079439476,000084-74-2
492,0.0,0.023530537089291693,000084-74-2
493,0.0,0.023578363384188627,000084-74-2
494,0.0,0.02362618967908556,000084-74-2
495,0.0,0.023674015973982495,000084-74-2
496,0.0,0.02372184226887943,000084-74-2
497,0.0,0.023769668563776363,000084-74-2
498,0.0,0.023817494858673297,000084-74-2
499,0.0,0.02386532115357023,000084-74-2
500,0.0,0.02391314744846717,000084-74-2
501,0.0,0.023960973743364103,000084-74-2
502,0.0,0.024008800038261037,000084-74-2
503,0.0,0.02405662633315797,000084-74-2
504,0.0,0.024104452628054905,000084-74-2
505,0.0,0.02415227892295184,000084-74-2
506,0.0,0.024200105217848773,000084-74-2
507,0.0,0.024247931512745707,000084-74-2
508,0.0,0.02429575780764264,000084-74-2
509,0.0,0.024343584102539575,000084-74-2
510,0.0,0.02439141039743651,000084-74-2
511,0.0,0.024439236692333444,000084-74-2
512,0.0,0.024487062987230378,000084-74-2
513,0.0,0.024534889282127315,000084-74-2
514,0.0,0.02458271557702425,000084-74-2
515,0.0,0.024630541871921183,000084-74-2
516,0.0,0.024678368166818117,000084-74-2
517,0.0,0.02472619446171505,000084-74-2
518,0.0,0.024774020756611986,000084-74-2
519,0.0,0.02482184705150892,000084-74-2
520,0.0,0.024869673346405854,000084-74-2
521,0.0,0.024917499641302788,000084-74-2
522,0.0,0.024965325936199722,000084-74-2
523,0.0,0.025013152231096656,000084-74-2
524,0.0,0.02506097852599359,000084-74-2
525,0.0,0.025108804820890524,000084-74-2
526,0.0,0.025156631115787458,000084-74-2
527,0.0,0.025204457410684396,000084-74-2
528,0.0,0.02525228370558133,000084-74-2
529,0.0,0.025300110000478264,000084-74-2
530,0.0,0.025347936295375198,000084-74-2
531,0.0,0.025395762590272132,000084-74-2
532,0.0,0.025443588885169066,000084-74-2
533,0.0,0.025491415180066,000084-74-2
534,0.0,0.025539241474962934,000084-74-2
535,0.0,0.02558706776985987,000084-74-2
536,0.0,0.025634894064756802,000084-74-2
537,0.0,0.025682720359653737,000084-74-2
538,0.0,0.02573054665455067,000084-74-2
539,0.0,0.025778372949447605,000084-74-2
540,0.0,0.025826199244344542,000084-74-2
541,0.0,0.025874025539241476,000084-74-2
542,0.0,0.02592185183413841,000084-74-2
543,0.0,0.025969678129035344,000084-74-2
544,0.0,0.02601750442393228,000084-74-2
545,0.0,0.026065330718829213,000084-74-2
546,0.0,0.026113157013726147,000084-74-2
547,0.0,0.02616098330862308,000084-74-2
548,0.0,0.026208809603520015,000084-74-2
549,0.0,0.02625663589841695,000084-74-2
550,0.0,0.026304462193313883,000084-74-2
551,0.0,0.026352288488210817,000084-74-2
552,0.0,0.02640011478310775,000084-74-2
553,0.0,0.02644794107800469,000084-74-2
554,0.0,0.026495767372901623,000084-74-2
555,0.0,0.026543593667798557,000084-74-2
556,0.0,0.02659141996269549,000084-74-2
557,0.0,0.026639246257592425,000084-74-2
558,0.0,0.02668707255248936,000084-74-2
559,0.0,0.026734898847386293,000084-74-2
560,0.0,0.026782725142283227,000084-74-2
561,0.0,0.02683055143718016,000084-74-2
562,0.0,0.026878377732077095,000084-74-2
563,0.0,0.02692620402697403,000084-74-2
564,0.0,0.026974030321870963,000084-74-2
565,0.0,0.027021856616767898,000084-74-2
566,0.0,0.02706968291166483,000084-74-2
567,0.0,0.02711750920656177,000084-74-2
568,0.0,0.027165335501458703,000084-74-2
569,0.0,0.027213161796355637,000084-74-2
570,0.0,0.02726098809125257,000084-74-2
571,0.0,0.027308814386149505,000084-74-2
572,0.0,0.02735664068104644,000084-74-2
573,0.0,0.027404466975943374,000084-74-2
574,0.0,0.027452293270840308,000084-74-2
575,0.0,0.02750011956573724,000084-74-2
576,0.0,0.027547945860634176,000084-74-2
577,0.0,0.02759577215553111,000084-74-2
578,0.0,0.027643598450428044,000084-74-2
579,0.0,0.027691424745324978,000084-74-2
580,0.0,0.027739251040221916,000084-74-2
581,0.0,0.02778707733511885,000084-74-2
582,0.0,0.027834903630015784,000084-74-2
583,0.0,0.027882729924912718,000084-74-2
584,0.0,0.027930556219809652,000084-74-2
585,0.0,0.027978382514706586,000084-74-2
586,0.0,0.02802620880960352,000084-74-2
587,0.0,0.028074035104500454,000084-74-2
588,0.0,0.028121861399397388,000084-74-2
589,0.0,0.028169687694294322,000084-74-2
590,0.0,0.028217513989191256,000084-74-2
591,0.0,0.02826534028408819,000084-74-2
592,0.0,0.028313166578985124,000084-74-2
593,0.0,0.028360992873882062,000084-74-2
594,0.0,0.028408819168778996,000084-74-2
595,0.0,0.02845664546367593,000084-74-2
596,0.0,0.028504471758572864,000084-74-2
597,0.0,0.0285522980534698,000084-74-2
598,0.0,0.028600124348366732,000084-74-2
599,0.0,0.028647950643263666,000084-74-2
600,0.0,0.0286957769381606,000084-74-2
601,0.0,0.028743603233057535,000084-74-2
602,0.0,0.02879142952795447,000084-74-2
603,0.0,0.028839255822851403,000084-74-2
604,0.0,0.028887082117748337,000084-74-2
605,0.0,0.02893490841264527,000084-74-2
606,0.0,0.02898273470754221,000084-74-2
607,0.0,0.029030561002439143,000084-74-2
608,0.0,0.029078387297336077,000084-74-2
609,0.0,0.02912621359223301,000084-74-2
610,0.0,0.029174039887129945,000084-74-2
611,0.0,0.02922186618202688,000084-74-2
612,0.0,0.029269692476923813,000084-74-2
613,0.0,0.029317518771820747,000084-74-2
614,0.0,0.02936534506671768,000084-74-2
615,0.0,0.029413171361614615,000084-74-2
616,0.0,0.02946099765651155,000084-74-2
617,0.0,0.029508823951408483,000084-74-2
618,0.0,0.029556650246305417,000084-74-2
619,0.0,0.02960447654120235,000084-74-2
620,0.0,0.02965230283609929,000084-74-2
621,0.0,0.029700129130996223,000084-74-2
622,0.0,0.029747955425893157,000084-74-2
623,0.0,0.02979578172079009,000084-74-2
624,0.0,0.029843608015687025,000084-74-2
625,0.0,0.02989143431058396,000084-74-2
626,0.0,0.029939260605480893,000084-74-2
627,0.0,0.029987086900377827,000084-74-2
628,0.0,0.03003491319527476,000084-74-2
629,0.0,0.030082739490171696,000084-74-2
630,0.0,0.03013056578506863,000084-74-2
