A1_1_1_1,A1_1_1_2,A1_1_1_3,A1_1_1_4,A1_1_2_1,A1_1_2_2,A1_1_2_3,A1_1_2_4,A1_1_3_1,A1_1_3_2,A1_1_3_3,A1_1_3_4,A1_1_4_1,A1_1_4_2,A1_1_4_3,A1_1_4_4,A1_1_5_1,A1_1_5_2,A1_1_6_1,A1_1_6_2,A1_1_7_1,A1_1_8_1,A1_1_8_2,A1_1_8_3,A1_2_10_1,A1_2_10_2,A1_2_10_3,A1_2_11_1,A1_2_11_2,A1_2_11_3,A1_2_12_1,A1_2_12_2,A1_2_12_3,A1_2_13_1,A1_2_13_2,A1_2_13_3,A1_2_14_1,A1_2_14_2,A1_2_14_3,A1_2_9_1,A1_2_9_2,A1_2_9_3,A2_1_1,A2_1_2,A2_1_3,A2_2_1,A2_3_1,A2_3_2,A2_4_1,A2_5_1,A2_5_2,B1_1_2,B1_1_3,B1_1_5,B1_1_4,B1_1_1,B1_2_1,B1_2_3,B1_2_4,B1_2_6,B1_2_5,B1_2_2,B1_3_1,B1_4_1,B1_4_2,B1_4_3,B1_4_4,B1_5_3,B1_5_1,B1_5_2,B2_1_2,B2_1_1,B2_2_2,B2_2_1,B2_3_2,B2_3_1,B3_1_1,B3_1_2,B3_2_1,B3_3_1,C1_1_2,C1_1_1,C1_1_3,C1_2_2,C1_2_1,C1_2_3,C1_3_1,C1_4_2,C1_4_1,C1_4_3,C1_4_4,C1_5_2,C1_5_1,C1_5_3,C1_6_1,C1_7_2,C1_7_1,C1_7_3,C1_7_4,C1_8_2,C1_8_1,C1_8_3,C1_8_4,C2_1_2,C2_1_1,C2_1_3,C2_2_2,C2_2_1,C2_2_3,C2_3_2,C2_3_1,C2_3_3,C2_4_2,C2_4_1,C2_4_3,C2_5_2,C2_5_1,C2_5_3,C2_6_2,C2_6_1,C2_6_3,C2_6_4,C2_7_1,C2_7_3,C2_7_4,C2_7_2,C2_8_1,C2_8_3,C2_8_4,C2_8_2,C3_1_1,C3_1_4,C3_1_3,C3_1_2,C3_2_1,C3_2_4,C3_2_3,C3_2_2,C3_3_1,C3_3_4,C3_3_3,C3_3_2,C3_4_1,C3_4_4,C3_4_3,C3_4_2,C3_5_1,C3_5_4,C3_5_3,C3_5_2,C4_1_1,C4_1_2,C4_2_1,C4_2_2,D1_1_2,D1_1_1,D1_1_3,D1_1_4,D1_2_2,D1_2_1,D1_2_3,D1_2_4,D1_3_2,D1_3_1,D1_3_3,D1_4_2,D1_4_1,D1_4_3,D1_5_2,D1_5_1,D1_5_3,E1_1_2,E1_1_1,E1_1_3,E1_1_4,E1_2_2,E1_2_1,E1_2_3,E1_2_4,E1_3_1,E1_4_1,E1_5_2,E1_5_1,E1_5_3,E1_5_4,E1_6_2,E1_6_1,E1_6_3,E1_6_4,E1_7_2,E1_7_1,E1_7_3,E1_7_4,F1_10_1,F1_11_1,F1_12_1,F1_1_1,F1_1_3,F1_1_2,F1_2_1,F1_2_3,F1_2_2,F1_3_4,F1_3_1,F1_3_3,F1_3_2,F1_4_2,F1_4_1,F1_5_1,F1_6_1,F1_7_1,F1_8_1,F1_9_1,G1_1_1,G1_2_1,G1_3_1,G1_4_1,H1_1_1,H1_2_2,H1_2_1,I1_1_2,I1_1_1,I1_2_1,I1_3_1,I1_4_1,I1_5_1,I1_6_1,I1_7_1,I1_8_1,I1_9_1,J1_1_4_1,J1_1_6_1,J1_1_6_2,J1_1_8_2,J1_1_8_1,J1_1_9_2,J1_1_9_1,J2_2_1,J2_3_2,J2_3_1,K1_1_1,K1_1_2,K1_2_1,K1_2_2,K1_3_1,K1_3_2,K2_7_1,K2_9_3,K2_9_2,K2_9_4,K2_9_5,K2_9_1,L1_1_2,L1_1_1,L1_1_3,L1_2_2,L1_2_1,L1_2_3,L1_3_2,L1_3_1,L1_3_3,L1_4_2,L1_4_1,L1_4_3,L1_5_2,L1_5_1,L1_5_3,L1_6_2,L1_6_1,L1_6_3,L1_7_2,L1_7_1,L1_7_3,L1_8_1,L1_9_1,M1_1_1,M1_2_1,M1_3_1,M1_4_1,M1_5_1,M1_6,J1_1_1_1,J1_1_1_3,J1_1_1_4,J1_1_1_5,J1_1_1_6,J1_1_2_1,J1_1_2_2,J1_1_2_3,J1_1_2_5,J1_1_3_1,J1_1_3_2,J1_1_3_4,J1_1_3_5,J1_1_3_6,J1_1_5_2,J1_1_5_3,J1_1_5_4,J1_2_1_1,J1_2_1_2,J1_2_1_3,J1_2_1_4,J1_2_2_1,J1_2_2_2,J1_2_2_3,J1_2_2_4,J1_2_2_5,J1_2_3_1,J1_2_3_2,J1_2_3_4,J1_2_3_5,J1_2_4_1,J1_2_4_2,J1_2_4_3,J1_2_4_4,J1_2_4_5,J1_2_5_1,J1_2_5_2,J1_2_5_3,J1_2_5_4,J2_1_1,J2_1_3,J2_1_4,J2_4_1,J2_4_3,J2_4_4,J2_5_1,J2_5_2,K1_4_1,K1_4_2,K1_4_3,K1_5_1,K1_6_1,K1_6_2,K2_1_1,K2_1_2,K2_1_3,K2_1_4,K2_2_1,K2_2_2,K2_2_3,K2_2_4,K2_3_1,K2_3_2,K2_4_1,K2_4_2,K2_4_3,K2_4_4,K2_5_1,K2_5_2,K2_6_1,K2_6_2,K2_8_1,K2_8_2,K2_8_3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68E-05,4.03E-05,2.17E-06,0.000801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34E-05,,,,,,,,,,,,,,,,,,,,4.28E-07,6.65E-06,1.43E-06,,,,4.65517E-06,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61E-06,6.55E-06,2.03E-05,1.79E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.98E-05,,,,,,,,,,,,,,,,,,,,4.01E-07,8.60E-06,6.67E-07,,,,4.95663E-05,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35E-05,4.65E-05,5.09E-06,2.84E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31E-05,,,,,,,,,,,,,,,,,,,,4.63E-06,5.97E-06,9.49E-06,,,,1.55842E-05,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02E-05,2.44E-06,1.18E-05,3.12E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.63E-06,,,,,,,,,,,,,,,,,,,,1.05E-04,4.44E-06,3.79E-06,,,,0.002570586,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79E-06,4.33E-06,1.14E-05,0.000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.65E-06,,,,,,,,,,,,,,,,,,,,9.70E-06,1.09E-05,1.78E-05,,,,0.00224357,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.80E-06,8.62E-06,1.01E-05,0.000151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.38E-07,,,,,,,,,,,,,,,,,,,,1.91E-06,1.81E-06,6.31E-06,,,,2.04556E-06,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63E-06,7.26E-06,4.63E-06,1.38E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99E-06,,,,,,,,,,,,,,,,,,,,2.91E-05,1.00E-05,1.16E-06,,,,3.61898E-06,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04E-05,1.54E-06,4.23E-06,3.03E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.10E-05,,,,,,,,,,,,,,,,,,,,1.32E-05,1.73E-06,5.71E-02,,,,0.000162624,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000158112,2.56E-06,0.000192948,0.000107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54E-06,,,,,,,,,,,,,,,,,,,,3.35E-06,1.57E-05,3.66E-05,,,,1.42536E-05,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.86E-05,1.30E-05,3.52E-06,0.000193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18E-06,,,,,,,,,,,,,,,,,,,,5.06E-07,3.25E-05,2.42E-05,,,,6.95471E-06,,,,,,,,,,,,,
