kinder_1,kinder_2,kinder_3,kinder_4,kinder_5,kinder_6,kinder_7,kinder_8,kinder_9,home_1,home_2,home_3,home_4,school_1,school_2,work_1
258,258,258,258,258,258,258,258,258,254.25,254.25,254.25,254.25,165,165,212.5
